date,amount,category,description,is_expense,amount_abs
1882-01-01,677.0,food,Medicine,False,677.0
1882-01-01,43252.0,housing,test,False,43252.0
1882-01-01,57358.0,bonus,!!!,False,57358.0
1882-01-01,6348.0,nan,Medicine,False,6348.0
1882-01-01,4583.0,housing,Lunch,False,4583.0
1882-01-01,4952.0,misc,ATM withdrawal,False,4952.0
1882-01-01,3941.0,others,Lunch,False,3941.0
1882-01-01,47262.0,others,nan,False,47262.0
1882-01-01,1998.0,entertain,Internet bill,False,1998.0
1882-01-01,1326.0,travel,asdfgh,False,1326.0
1882-01-01,276.0,foodd,Restaurant dinner,False,276.0
1882-01-01,21376.0,housing,test,False,21376.0
1882-01-01,7391.0,utility,Uber ride,False,7391.0
1882-01-01,2990.0,travel,Train ticket,False,2990.0
1882-01-01,2230.0,utility,ATM withdrawal,False,2230.0
1882-01-01,6197.0,fod,xyz123,False,6197.0
1882-01-01,6502.0,food,Shopping,False,6502.0
1882-01-01,6902.0,nan,Petrol,False,6902.0
1882-01-01,9939.0,entertainment,nan,False,9939.0
1882-01-01,1518.0,housing,Electricity bill,False,1518.0
1882-01-01,2985.0,traval,Restaurant dinner,False,2985.0
1882-01-01,3150.0,educaton,nan,False,3150.0
1882-01-01,6671.0,utilities,Doctor consultation,False,6671.0
1882-01-01,1409.0,traval,xyz123,False,1409.0
1883-01-01,2497.0,edu,!!!,False,2497.0
1883-01-01,6324.0,utility,Gym membership,False,6324.0
1883-01-01,7080.0,utlities,test,False,7080.0
2017-01-01,7821.0,utility,test,False,7821.0
2017-01-01,23504.0,freelance,Electricity bill,False,23504.0
2017-01-01,1064.0,nan,Books,False,1064.0
2017-01-01,2683.0,food,xyz123,False,2683.0
2017-01-01,5022.0,food,Internet bill,False,5022.0
2017-01-01,33565.0,bonus,Gym membership,False,33565.0
2017-01-01,66678.0,income,EMI payment,False,66678.0
2017-01-01,6304.0,education,Fixed deposit,False,6304.0
2017-01-01,50009.0,freelance,nan,False,50009.0
2017-01-01,5811.0,food,nan,False,5811.0
2017-01-01,70693.0,income,nan,False,70693.0
2017-01-01,2603.0,helth,Monthly rent payment,False,2603.0
2017-01-01,314.0,foods,Train ticket,False,314.0
2017-01-01,9806.0,education,Petrol,False,9806.0
1925-01-01,3762.0,foodd,nan,False,3762.0
1925-01-01,9891.0,travel,Grocery shopping,False,9891.0
1925-01-01,6869.0,health,asdfgh,False,6869.0
1925-01-01,356.0,entertainment,nan,False,356.0
1925-01-01,20156.0,others,nan,False,20156.0
1925-01-01,6766.0,nan,Gym membership,False,6766.0
2246-01-01,3765.0,foods,Fixed deposit,False,3765.0
2246-01-01,4638.0,entertainment,!!!,False,4638.0
2246-01-01,11650.0,freelance,!!!,False,11650.0
2246-01-01,5790.0,utilties,misc,False,5790.0
2246-01-01,12435.0,housing,nan,False,12435.0
2246-01-01,31183.0,investment,Shopping,False,31183.0
2246-01-01,775.0,food,Monthly rent payment,False,775.0
2246-01-01,5918.0,fod,nan,False,5918.0
2246-01-01,73830.0,investment,xyz123,False,73830.0
2246-01-01,23340.0,housing,Doctor consultation,False,23340.0
2246-01-01,40813.0,housing,Books,False,40813.0
2246-01-01,2033.0,food,EMI payment,False,2033.0
2246-01-01,44932.0,bonus,Lunch,False,44932.0
2246-01-01,999999.0,food,xyz123,False,999999.0
2246-01-01,330.0,travel,nan,False,330.0
2246-01-01,8592.0,travel,Lunch,False,8592.0
2246-01-01,29235.0,investment,xyz123,False,29235.0
2246-01-01,2143.0,health,asdfgh,False,2143.0
2246-01-01,4945.0,foods,test,False,4945.0
2246-01-01,8152.0,entertainment,Uber ride,False,8152.0
2246-01-01,7300.0,other,!!!,False,7300.0
2246-01-01,4603.0,foods,EMI payment,False,4603.0
2246-01-01,27792.0,housing,Doctor consultation,False,27792.0
2246-01-01,6691.0,travel,Doctor consultation,False,6691.0
2246-01-01,5935.0,housing,Coffee,False,5935.0
2246-01-01,6484.0,housing,Fixed deposit,False,6484.0
2246-01-01,2398.0,entertainment,Medicine,False,2398.0
2246-01-01,28207.0,housing,Fixed deposit,False,28207.0
2246-01-01,10749.0,housing,Uber ride,False,10749.0
2246-01-01,2232.0,foodd,Books,False,2232.0
2246-01-01,8161.0,savings,Restaurant dinner,False,8161.0
2246-01-01,3825.0,nan,nan,False,3825.0
2246-01-01,4923.0,utilities,nan,False,4923.0
2246-01-01,14180.0,freelance,Online course,False,14180.0
2246-01-01,8479.0,utilities,Monthly rent payment,False,8479.0
2246-01-01,5292.0,food,Gym membership,False,5292.0
2246-01-01,3942.0,travel,!!!,False,3942.0
2246-01-01,8943.0,entertainment,Monthly rent payment,False,8943.0
2246-01-01,3159.0,utilities,ATM withdrawal,False,3159.0
2246-01-01,12484.0,housing,nan,False,12484.0
2246-01-01,4331.0,housing,Train ticket,False,4331.0
2246-01-01,9348.0,rnt,nan,False,9348.0
2246-01-01,8174.0,food,nan,False,8174.0
2246-01-01,74243.0,investment,Shopping,False,74243.0
2246-01-01,8640.0,food,Coffee,False,8640.0
2246-01-01,9784.0,food,Uber ride,False,9784.0
2246-01-01,45093.0,housing,Electricity bill,False,45093.0
2246-01-01,2130.0,food,Restaurant dinner,False,2130.0
2246-01-01,4816.0,food,Lunch,False,4816.0
2246-01-01,2247.0,food,Uber ride,False,2247.0
2246-01-01,46587.0,freelance,asdfgh,False,46587.0
2246-01-01,3345.0,travel,xyz123,False,3345.0
2246-01-01,6610.0,others,Restaurant dinner,False,6610.0
2246-01-01,5305.0,educaton,Restaurant dinner,False,5305.0
2246-01-01,67675.0,bonus,nan,False,67675.0
2246-01-01,7845.0,entertain,asdfgh,False,7845.0
2246-01-01,7183.0,entertainment,Shopping,False,7183.0
2246-01-01,6908.0,utilties,nan,False,6908.0
2246-01-01,47146.0,housing,nan,False,47146.0
2246-01-01,5749.0,health,Internet bill,False,5749.0
2246-01-01,5542.0,entrtnmnt,Petrol,False,5542.0
2246-01-01,3429.0,travel,Lunch,False,3429.0
2246-01-01,237.0,entertain,Petrol,False,237.0
2246-01-01,8231.0,savings,Lunch,False,8231.0
2246-01-01,2288.0,utilities,nan,False,2288.0
2246-01-01,5756.0,travel,ATM withdrawal,False,5756.0
2246-01-01,41720.0,others,Doctor consultation,False,41720.0
2246-01-01,7335.0,housing,!!!,False,7335.0
2246-01-01,287.0,housing,Restaurant dinner,False,287.0
2246-01-01,57828.0,others,Shopping,False,57828.0
2246-01-01,2186.0,entertainment,Online course,False,2186.0
2246-01-01,8093.0,entrtnmnt,asdfgh,False,8093.0
1733-01-01,2272.0,travel,Gym membership,False,2272.0
1733-01-01,4549.0,foodd,ATM withdrawal,False,4549.0
1733-01-01,21603.0,housing,Petrol,False,21603.0
1733-01-01,1641.0,fod,nan,False,1641.0
1733-01-01,7941.0,educaton,test,False,7941.0
1733-01-01,4265.0,food,nan,False,4265.0
1733-01-01,8634.0,savings,Gym membership,False,8634.0
1733-01-01,1006.0,entertain,Medicine,False,1006.0
1733-01-01,475.0,travel,nan,False,475.0
1733-01-01,46614.0,housing,...,False,46614.0
1733-01-01,4005.0,food,Monthly rent payment,False,4005.0
1733-01-01,651.0,foods,Coffee,False,651.0
1733-01-01,78532.0,income,misc,False,78532.0
1733-01-01,178518.0,bonus,Shopping,False,178518.0
1733-01-01,8687.0,fod,Coffee,False,8687.0
1733-01-01,57170.0,freelance,Movie tickets,False,57170.0
1733-01-01,7235.0,food,test,False,7235.0
1733-01-01,9675.0,travel,Restaurant dinner,False,9675.0
1733-01-01,4895.0,food,Fixed deposit,False,4895.0
1733-01-01,21355.0,bonus,EMI payment,False,21355.0
1733-01-01,2824.0,rnt,Doctor consultation,False,2824.0
1733-01-01,8548.0,health,ATM withdrawal,False,8548.0
1733-01-01,700.0,food,Gym membership,False,700.0
1733-01-01,5988.0,housing,Movie tickets,False,5988.0
1733-01-01,6348.0,utlities,!!!,False,6348.0
1733-01-01,5549.0,rnt,Fixed deposit,False,5549.0
1733-01-01,44898.0,housing,Coffee,False,44898.0
1733-01-01,3221.0,housing,ATM withdrawal,False,3221.0
1733-01-01,1037.0,travel,Electricity bill,False,1037.0
1733-01-01,6278.0,utilities,nan,False,6278.0
1733-01-01,999.0,utilities,Fixed deposit,False,999.0
1733-01-01,43737.0,investment,Internet bill,False,43737.0
1733-01-01,45894.0,housing,Petrol,False,45894.0
1733-01-01,5011.0,entertainment,Uber ride,False,5011.0
1733-01-01,2082.0,travl,Grocery shopping,False,2082.0
1733-01-01,43378.0,freelance,nan,False,43378.0
1733-01-01,4167.0,entertainment,nan,False,4167.0
1733-01-01,6260.0,utilities,Electricity bill,False,6260.0
1733-01-01,747.0,housing,!!!,False,747.0
1733-01-01,3645.0,travel,Internet bill,False,3645.0
1733-01-01,5958.0,helth,misc,False,5958.0
1733-01-01,49098.0,investment,xyz123,False,49098.0
1733-01-01,3833.0,traval,EMI payment,False,3833.0
1733-01-01,2715.0,education,asdfgh,False,2715.0
1733-01-01,12316.0,housing,Medicine,False,12316.0
1733-01-01,2561.0,entertainment,misc,False,2561.0
1733-01-01,6832.0,entertainment,Fixed deposit,False,6832.0
1733-01-01,73654.0,bonus,asdfgh,False,73654.0
1733-01-01,5622.0,housing,ATM withdrawal,False,5622.0
1733-01-01,7748.0,traval,xyz123,False,7748.0
1733-01-01,4981.0,housing,...,False,4981.0
1733-01-01,301.0,foodd,Grocery shopping,False,301.0
1733-01-01,3830.0,food,Gym membership,False,3830.0
1733-01-01,2985.0,travel,Gym membership,False,2985.0
1733-01-01,79870.0,others,Movie tickets,False,79870.0
1733-01-01,4426.0,foodd,Fixed deposit,False,4426.0
1733-01-01,3640.0,entertainment,EMI payment,False,3640.0
1733-01-01,1583.0,travel,Train ticket,False,1583.0
1733-01-01,7174.0,travel,Uber ride,False,7174.0
1733-01-01,7296.0,utilities,Petrol,False,7296.0
1733-01-01,1606.0,health,Fixed deposit,False,1606.0
1733-01-01,9434.0,rnt,nan,False,9434.0
1733-01-01,3280.0,food,xyz123,False,3280.0
1733-01-01,886.0,edu,Train ticket,False,886.0
1733-01-01,7109.0,housing,asdfgh,False,7109.0
1733-01-01,4201.0,entertainment,Electricity bill,False,4201.0
1733-01-01,655.0,fod,ATM withdrawal,False,655.0
1733-01-01,61598.0,nan,Medicine,False,61598.0
1733-01-01,44066.0,investment,Grocery shopping,False,44066.0
1733-01-01,224611.0,others,Movie tickets,False,224611.0
1733-01-01,46284.0,housing,nan,False,46284.0
1733-01-01,174110.0,bonus,Gym membership,False,174110.0
1733-01-01,2044.0,food,Online course,False,2044.0
1733-01-01,5277.0,savings,nan,False,5277.0
1733-01-01,1115.0,traval,Internet bill,False,1115.0
1733-01-01,2017.0,foodd,Medicine,False,2017.0
1733-01-01,2053.0,education,Gym membership,False,2053.0
1733-01-01,8839.0,entertain,nan,False,8839.0
1733-01-01,9635.0,entrtnmnt,Gym membership,False,9635.0
1733-01-01,392.0,utility,Uber ride,False,392.0
1733-01-01,6027.0,savings,Monthly rent payment,False,6027.0
2248-01-01,26916.0,housing,Petrol,False,26916.0
2248-01-01,994.0,foods,test,False,994.0
2248-01-01,63125.0,income,misc,False,63125.0
2248-01-01,175.0,foods,xyz123,False,175.0
2248-01-01,24394.0,freelance,Monthly rent payment,False,24394.0
2248-01-01,67910.0,investment,Gym membership,False,67910.0
2248-01-01,9531.0,edu,Gym membership,False,9531.0
2248-01-01,2511.0,fod,Online course,False,2511.0
2248-01-01,7734.0,saving,Internet bill,False,7734.0
2248-01-01,1461.0,housing,Coffee,False,1461.0
2248-01-01,2398.0,edu,Grocery shopping,False,2398.0
2248-01-01,33170.0,freelance,Restaurant dinner,False,33170.0
2238-01-01,7858.0,travel,Grocery shopping,False,7858.0
2238-01-01,3913.0,food,Shopping,False,3913.0
2238-01-01,5279.0,travel,Lunch,False,5279.0
2238-01-01,2060.0,food,Fixed deposit,False,2060.0
2238-01-01,32436.0,housing,nan,False,32436.0
2238-01-01,7717.0,food,ATM withdrawal,False,7717.0
2238-01-01,3021.0,foodd,xyz123,False,3021.0
2238-01-01,1574.0,fod,ATM withdrawal,False,1574.0
2238-01-01,5599.0,housing,nan,False,5599.0
2238-01-01,4374.0,entertainment,...,False,4374.0
2238-01-01,552.0,travel,Medicine,False,552.0
2238-01-01,30473.0,investment,Shopping,False,30473.0
2238-01-01,46991.0,housing,Lunch,False,46991.0
2238-01-01,5535.0,travl,Train ticket,False,5535.0
2238-01-01,999999.0,housing,misc,False,999999.0
2238-01-01,44802.0,freelance,Uber ride,False,44802.0
2238-01-01,9188.0,housing,Medicine,False,9188.0
2238-01-01,8716.0,educaton,Books,False,8716.0
2238-01-01,9273.0,education,!!!,False,9273.0
2238-01-01,39845.0,housing,Restaurant dinner,False,39845.0
2238-01-01,18231.0,income,Train ticket,False,18231.0
2238-01-01,9636.0,food,Grocery shopping,False,9636.0
2238-01-01,7121.0,education,Fixed deposit,False,7121.0
2238-01-01,5447.0,health,Shopping,False,5447.0
2238-01-01,2163.0,others,Uber ride,False,2163.0
2238-01-01,19467.0,housing,Gym membership,False,19467.0
2238-01-01,1336.0,helth,nan,False,1336.0
2238-01-01,7761.0,travl,Coffee,False,7761.0
2238-01-01,9556.0,nan,!!!,False,9556.0
2238-01-01,8138.0,utilties,Fixed deposit,False,8138.0
2238-01-01,13959.0,nan,ATM withdrawal,False,13959.0
2058-01-01,3084.0,savings,Train ticket,False,3084.0
2058-01-01,7874.0,food,EMI payment,False,7874.0
2058-01-01,7174.0,utilties,Medicine,False,7174.0
2058-01-01,4771.0,utilties,Medicine,False,4771.0
2058-01-01,9430.0,entertainment,nan,False,9430.0
2058-01-01,5045.0,food,Gym membership,False,5045.0
2058-01-01,29287.0,housing,Internet bill,False,29287.0
2058-01-01,9991.0,travel,Grocery shopping,False,9991.0
2058-01-01,3891.0,educaton,misc,False,3891.0
2058-01-01,37865.0,housing,test,False,37865.0
2058-01-01,4955.0,others,Movie tickets,False,4955.0
2058-01-01,9757.0,housing,nan,False,9757.0
2058-01-01,3607.0,traval,Medicine,False,3607.0
2058-01-01,999999.0,others,...,False,999999.0
2058-01-01,1453.0,foodd,Train ticket,False,1453.0
2058-01-01,69923.0,income,!!!,False,69923.0
2058-01-01,9369.0,food,Grocery shopping,False,9369.0
1799-01-01,2186.0,foodd,Train ticket,False,2186.0
1799-01-01,2642.0,entertainment,...,False,2642.0
1799-01-01,20656.0,housing,nan,False,20656.0
1799-01-01,388.0,travel,Shopping,False,388.0
1799-01-01,3756.0,food,Grocery shopping,False,3756.0
1799-01-01,4153.0,others,...,False,4153.0
1799-01-01,36129.0,bonus,Books,False,36129.0
1799-01-01,384.0,travl,Coffee,False,384.0
1799-01-01,3700.0,entertainment,Doctor consultation,False,3700.0
1799-01-01,3901.0,foodd,Monthly rent payment,False,3901.0
1799-01-01,3507.0,housing,xyz123,False,3507.0
1799-01-01,63348.0,income,Petrol,False,63348.0
1799-01-01,45361.0,investment,Electricity bill,False,45361.0
1799-01-01,236.0,food,Online course,False,236.0
1799-01-01,6168.0,housing,Lunch,False,6168.0
1799-01-01,6798.0,housing,Shopping,False,6798.0
1799-01-01,4051.0,foodd,Grocery shopping,False,4051.0
1799-01-01,7998.0,saving,EMI payment,False,7998.0
1799-01-01,1255.0,foods,Movie tickets,False,1255.0
1799-01-01,6725.0,utilties,...,False,6725.0
1799-01-01,6113.0,health,Shopping,False,6113.0
1799-01-01,2799.0,foods,Shopping,False,2799.0
1799-01-01,4958.0,utilities,nan,False,4958.0
1799-01-01,1099.0,foods,Books,False,1099.0
1799-01-01,5642.0,educaton,Gym membership,False,5642.0
1799-01-01,1020.0,rnt,nan,False,1020.0
1799-01-01,3738.0,food,nan,False,3738.0
1799-01-01,3192.0,rnt,nan,False,3192.0
1799-01-01,7691.0,health,nan,False,7691.0
1799-01-01,9222.0,traval,xyz123,False,9222.0
1799-01-01,1180.0,food,Medicine,False,1180.0
1799-01-01,36056.0,housing,nan,False,36056.0
1799-01-01,6358.0,housing,Uber ride,False,6358.0
1799-01-01,5345.0,housing,EMI payment,False,5345.0
1799-01-01,702.0,travl,Petrol,False,702.0
1799-01-01,7292.0,entertainment,Movie tickets,False,7292.0
1799-01-01,941.0,utility,Fixed deposit,False,941.0
1799-01-01,6574.0,food,Petrol,False,6574.0
1799-01-01,409.0,travel,ATM withdrawal,False,409.0
1799-01-01,0.0,travl,Restaurant dinner,False,0.0
1799-01-01,3903.0,foods,Grocery shopping,False,3903.0
1799-01-01,9694.0,traval,misc,False,9694.0
1799-01-01,1980.0,utilties,Lunch,False,1980.0
1799-01-01,7818.0,utilities,Internet bill,False,7818.0
1799-01-01,20509.0,housing,Train ticket,False,20509.0
1799-01-01,6682.0,savings,Movie tickets,False,6682.0
1799-01-01,6714.0,education,nan,False,6714.0
1799-01-01,8859.0,travel,Internet bill,False,8859.0
1799-01-01,1098.0,travel,nan,False,1098.0
1799-01-01,35719.0,freelance,Fixed deposit,False,35719.0
1799-01-01,6170.0,travl,nan,False,6170.0
1799-01-01,2318.0,food,Gym membership,False,2318.0
1799-01-01,6354.0,traval,nan,False,6354.0
1799-01-01,8158.0,utlities,ATM withdrawal,False,8158.0
1799-01-01,1702.0,foodd,Medicine,False,1702.0
1799-01-01,6760.0,housing,Uber ride,False,6760.0
2106-01-01,8201.0,educaton,Shopping,False,8201.0
2106-01-01,3219.0,entertainment,Monthly rent payment,False,3219.0
2106-01-01,4327.0,food,Fixed deposit,False,4327.0
2106-01-01,8122.0,helth,nan,False,8122.0
2106-01-01,1008.0,health,Medicine,False,1008.0
2106-01-01,1372.0,traval,Train ticket,False,1372.0
2200-01-01,2072.0,fod,Movie tickets,False,2072.0
2200-01-01,56971.0,income,Coffee,False,56971.0
2200-01-01,2774.0,housing,Internet bill,False,2774.0
1978-01-01,2481.0,traval,xyz123,False,2481.0
1978-01-01,4941.0,food,Medicine,False,4941.0
1978-01-01,2043.0,foods,Gym membership,False,2043.0
1978-01-01,6574.0,housing,Coffee,False,6574.0
1978-01-01,2392.0,foodd,Gym membership,False,2392.0
1978-01-01,6626.0,health,Monthly rent payment,False,6626.0
1978-01-01,3054.0,foods,test,False,3054.0
1978-01-01,37631.0,freelance,Fixed deposit,False,37631.0
1978-01-01,38973.0,housing,Fixed deposit,False,38973.0
1978-01-01,3980.0,foodd,Petrol,False,3980.0
1978-01-01,8729.0,educaton,Train ticket,False,8729.0
1978-01-01,7773.0,entrtnmnt,Petrol,False,7773.0
1978-01-01,2611.0,foods,Gym membership,False,2611.0
1978-01-01,34418.0,housing,Books,False,34418.0
1978-01-01,4883.0,other,Shopping,False,4883.0
1978-01-01,1652.0,entertainment,nan,False,1652.0
1978-01-01,8006.0,saving,xyz123,False,8006.0
1978-01-01,6829.0,housing,misc,False,6829.0
1978-01-01,4713.0,utilities,Doctor consultation,False,4713.0
1978-01-01,14297.0,income,Electricity bill,False,14297.0
1978-01-01,2087.0,foodd,!!!,False,2087.0
1978-01-01,11168.0,others,Shopping,False,11168.0
1978-01-01,5997.0,food,!!!,False,5997.0
1978-01-01,8195.0,entertainment,misc,False,8195.0
1978-01-01,4677.0,foods,EMI payment,False,4677.0
1978-01-01,59853.0,bonus,Electricity bill,False,59853.0
1978-01-01,464.0,entertainment,nan,False,464.0
1978-01-01,48330.0,housing,xyz123,False,48330.0
1978-01-01,8757.0,helth,asdfgh,False,8757.0
1978-01-01,5855.0,traval,Doctor consultation,False,5855.0
1978-01-01,3444.0,saving,Monthly rent payment,False,3444.0
1978-01-01,7010.0,entertain,test,False,7010.0
1978-01-01,14582.0,housing,Internet bill,False,14582.0
1978-01-01,14412.0,bonus,Lunch,False,14412.0
1978-01-01,18733.0,income,!!!,False,18733.0
1978-01-01,3702.0,food,nan,False,3702.0
1978-01-01,9155.0,food,EMI payment,False,9155.0
1978-01-01,56971.0,income,Coffee,False,56971.0
1978-01-01,4949.0,utility,nan,False,4949.0
1978-01-01,5066.0,utility,nan,False,5066.0
1978-01-01,6432.0,food,nan,False,6432.0
1978-01-01,7288.0,entertainment,Medicine,False,7288.0
1978-01-01,4942.0,education,Monthly rent payment,False,4942.0
1978-01-01,1443.0,foodd,Shopping,False,1443.0
1978-01-01,66905.0,income,test,False,66905.0
1978-01-01,1731.0,foods,asdfgh,False,1731.0
1978-01-01,4462.0,entertainment,Medicine,False,4462.0
1978-01-01,4343.0,health,Train ticket,False,4343.0
1978-01-01,842.0,food,Monthly rent payment,False,842.0
1978-01-01,1969.0,food,Gym membership,False,1969.0
1978-01-01,1223.0,rnt,Gym membership,False,1223.0
1978-01-01,9301.0,housing,Coffee,False,9301.0
1978-01-01,19382.0,others,Doctor consultation,False,19382.0
2060-01-01,2984.0,food,Restaurant dinner,False,2984.0
2060-01-01,9399.0,fod,ATM withdrawal,False,9399.0
2060-01-01,-1000.0,housing,asdfgh,True,1000.0
2060-01-01,845.0,fod,Gym membership,False,845.0
2060-01-01,8421.0,utilities,Uber ride,False,8421.0
2060-01-01,8337.0,housing,nan,False,8337.0
2060-01-01,5205.0,travel,Shopping,False,5205.0
2060-01-01,4206.0,utilities,xyz123,False,4206.0
2060-01-01,1690.0,foods,nan,False,1690.0
2060-01-01,37280.0,nan,Uber ride,False,37280.0
2060-01-01,744.0,travel,xyz123,False,744.0
2060-01-01,4103.0,educaton,Movie tickets,False,4103.0
2060-01-01,847.0,savings,ATM withdrawal,False,847.0
2060-01-01,49400.0,housing,ATM withdrawal,False,49400.0
2060-01-01,5271.0,travel,xyz123,False,5271.0
2060-01-01,4005.0,travel,Fixed deposit,False,4005.0
2060-01-01,9352.0,educaton,Doctor consultation,False,9352.0
2060-01-01,61209.0,freelance,nan,False,61209.0
2060-01-01,2583.0,entertainment,Doctor consultation,False,2583.0
2060-01-01,6829.0,entertainment,Coffee,False,6829.0
2060-01-01,9647.0,travel,Gym membership,False,9647.0
2060-01-01,-1000.0,fod,Restaurant dinner,True,1000.0
